stt,ma_tp,tien_te,ten_dn,menh_gia,ky_han,ky_han_con_lai,ngay_phat_hanh,ngay_dao_han,pt_tra_lai,ky_han_tra_lai,kl_phat_hanh,kl_con_luu_hanh,to_chuc_luu_ky,lai_suat,doi_tuong_chao_ban,dv_xhtn,kq_xhtn,ngay_hieu_luc,tai_lieu,tc_ben_vung,dv_danh_gia,tinh_trang,menh_gia_num,kl_phat_hanh_num,kl_con_luu_hanh_num,lai_suat_num
1772,GLXCH2123003,VNĐ,Tập đoàn Geleximco - Công ty CP,"10,000,000",2 Năm,,31/12/2021,31/12/2023,Định kỳ - Cuối kỳ,3 Tháng,"100,809",0,Công ty Cổ phần Chứng khoán An Bình,9.5,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,100809.0,0.0,9.5
1773,GLXCH2124002,VNĐ,Tập đoàn Geleximco - Công ty CP,"10,000,000",3 Năm,,10/11/2021,10/11/2024,Định kỳ - Cuối kỳ,6 Tháng,"97,973",0,Công ty Cổ phần Chứng khoán An Bình,10,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,97973.0,0.0,10.0
1774,GMECH2123001,VNĐ,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)","100,000",4 Năm,,19/05/2021,19/05/2025,Định kỳ - Cuối kỳ,6 Tháng,"250,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,12,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,250000.0,0.0,12.0
1775,GMECH2123002,VNĐ,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)","100,000",4 Năm,,18/06/2021,18/06/2025,Định kỳ - Cuối kỳ,6 Tháng,"250,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,12,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,250000.0,0.0,12.0
1776,GMECH2123003,VNĐ,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)","100,000",4 Năm,,19/07/2021,19/07/2025,Định kỳ - Cuối kỳ,6 Tháng,"250,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,12,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,250000.0,0.0,12.0
1777,GMECH2123004,VNĐ,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)","100,000",4 Năm,,19/08/2021,19/08/2025,Định kỳ - Cuối kỳ,6 Tháng,"250,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,12,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,250000.0,0.0,12.0
1778,GMECH2123005,VNĐ,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)","100,000",4 Năm,,20/09/2021,20/09/2025,Định kỳ - Cuối kỳ,6 Tháng,"250,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,12,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,250000.0,0.0,12.0
1779,GMECH2123006,VNĐ,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)","100,000",4 Năm,,19/10/2021,19/10/2025,Định kỳ - Cuối kỳ,6 Tháng,"250,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,12,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,250000.0,0.0,12.0
1780,GMECH2123007,VNĐ,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)","100,000",4 Năm,,19/11/2021,19/11/2025,Định kỳ - Cuối kỳ,6 Tháng,"250,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,12,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,250000.0,0.0,12.0
1781,GMECH2123008,VNĐ,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)","100,000",4 Năm,,20/12/2021,20/12/2025,Định kỳ - Cuối kỳ,6 Tháng,"250,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,12,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,250000.0,0.0,12.0
1782,GOODWILL2019-01,VNĐ,CTCP GOODWILL GROUP,"100,000,000",3 Năm,,28/08/2019,28/08/2022,Định kỳ - Cuối kỳ,3 Tháng,"3,500",0,Công ty cổ phần Chứng khoán VPS,12,,,,,,,,Hết lưu hành,100000000.0,3500.0,0.0,12.0
1783,GOODWILL2019-02,VNĐ,CTCP GOODWILL GROUP,"100,000,000",3 Năm,,28/08/2019,28/08/2022,Định kỳ - Cuối kỳ,3 Tháng,"3,500",0,Công ty cổ phần Chứng khoán VPS,12,,,,,,,,Hết lưu hành,100000000.0,3500.0,0.0,12.0
1784,GOODWILL2019-03,VNĐ,CTCP GOODWILL GROUP,"100,000,000",3 Năm,,28/08/2019,28/08/2022,Định kỳ - Cuối kỳ,3 Tháng,"3,000",0,Công ty cổ phần Chứng khoán VPS,12,,,,,,,,Hết lưu hành,100000000.0,3000.0,0.0,12.0
1785,GPH12601,VNĐ,CÔNG TY TNHH GREENLAND PHỐ HOA,"100,000,000",36 Tháng,1062 ngày,18/06/2026,18/06/2029,Định kỳ - Cuối kỳ,6 Tháng,"3,540","3,540",Công ty Cổ phần Chứng khoán OCBS,11,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,3540.0,3540.0,11.0
1786,GPRCH2123001,VNĐ,Công ty TNHH Bất động sản Gia Phú,"100,000,000",48 Tháng,,13/08/2021,13/08/2025,Định kỳ - Cuối kỳ,3 Tháng,"2,500",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,10.5,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,2500.0,0.0,10.5
1787,GREENFEEDVN_BOND_2017_003,VNĐ,Công ty cổ phần GreenFeed Việt Nam,"1,000,000,000",5 Năm,,12/07/2017,12/07/2022,Định kỳ - Cuối kỳ,6 Tháng,250,0,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,7.78,,,,,,,,Hết lưu hành,1000000000.0,250.0,0.0,7.78
1788,GREENWICHH2022001,VNĐ,Công ty Cổ phần Bất động sản Greenwich,"1,000,000,000",2 Năm,,30/12/2020,30/12/2022,Định kỳ - Cuối kỳ,6 Tháng,"2,000",0,Công ty cổ phần Chứng khoán Rồng Việt,10,,,,,,,,Hết lưu hành,1000000000.0,2000.0,0.0,10.0
1789,GRL12501,VNĐ,Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land,"100,000,000",24 Tháng,402 ngày,28/08/2025,28/08/2027,Định kỳ - Cuối kỳ,6 Tháng,"3,150","3,150",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,10.5,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,3150.0,3150.0,10.5
1790,GSG12501,VNĐ,CTCP In và Bao bì Goldsun,"100,000,000",36 Tháng,886 ngày,24/12/2025,24/12/2028,Định kỳ - Cuối kỳ,12 Tháng,"8,000","8,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,10.8,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,8000.0,8000.0,10.8
1791,GSPCB2225001,VNĐ,CTCP In và Bao bì Goldsun,"100,000",1461 Ngày,,29/04/2022,29/04/2026,Khác,,"6,800,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,11,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,6800000.0,,11.0
1792,GSPCB2225003,VNĐ,CTCP In và Bao bì Goldsun,"100,000",1377 Ngày,,22/07/2022,29/04/2026,Định kỳ - Cuối kỳ,12 Tháng,"482,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,11,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,482000.0,0.0,11.0
1793,GSPCB2227002,VNĐ,CTCP In và Bao bì Goldsun,"100,000",60 Tháng,281 ngày,29/04/2022,29/04/2027,Định kỳ - Cuối kỳ,12 Tháng,"2,400,000","2,400,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,11,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000.0,2400000.0,2400000.0,11.0
1794,GT092020,VNĐ,CTCP TƯ VẤN ĐẦU TƯ GIÁ TRỊ,"1,000,000",3 Năm,,09/09/2020,09/09/2023,Định kỳ - Cuối kỳ,3 Tháng,"25,000",,Công ty Cổ phần Chứng khoán FPT,7.8,,,,,,,,Hết lưu hành,1000000.0,25000.0,,7.8
1795,GTLCH2125001,VNĐ,Công ty cổ phần GOTEC LAND,"100,000",4 Năm,,15/10/2021,15/10/2025,Định kỳ - Cuối kỳ,3 Tháng,"6,000,000",0,Công ty Cổ phần Chứng khoán Tân Việt,10.5,,,,,,,,Hết lưu hành,100000.0,6000000.0,0.0,10.5
1796,GTPCH2123001,VNĐ,Công ty CP Tập đoàn Tiến Phước,"100,000",48 Tháng,,25/03/2021,25/03/2025,Định kỳ - Cuối kỳ,3 Tháng,"3,000,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,9.5,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,3000000.0,0.0,9.5
1797,GTPCH2123002,VNĐ,Công ty CP Tập đoàn Tiến Phước,"100,000",48 Tháng,,06/04/2021,06/04/2025,Định kỳ - Cuối kỳ,3 Tháng,"2,000,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,9.5,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,2000000.0,0.0,9.5
1798,GTTTBOND.2019,VNĐ,Công ty Cổ phần Đầu tư Dịch vụ vui chơi giải trí thể thao Hà Nội,"10,000,000",5 Năm,,12/06/2019,12/06/2024,Định kỳ - Cuối kỳ,12 Tháng,"130,000",,Công ty Cổ phần Chứng khoán Asean,10,,,,,,,,Hết lưu hành,10000000.0,130000.0,,10.0
1799,GWB.BOND.2020,VNĐ,Công ty TNHH GATEWAY BERKELEY,"100,000,000",4 Năm,,29/07/2020,29/07/2024,Định kỳ - Cuối kỳ,6 Tháng,"10,000",,Ngân hàng Thương mại Cổ phần Tiên Phong,11,,,,,,,,Hết lưu hành,100000000.0,10000.0,,11.0
1800,GWB2020.1_800,VNĐ,Công ty TNHH GATEWAY BERKELEY,"100,000,000",2 Năm,,28/08/2020,28/08/2022,Định kỳ - Cuối kỳ,3 Tháng,"8,000",,Ngân hàng Thương mại Cổ phần Quân Đội,10.25,,,,,,,,Hết lưu hành,100000000.0,8000.0,,10.25
1801,H39CH2122001,VNĐ,Công ty Cổ phần Hưng Thịnh Investment,"1,000,000",12 Tháng,,01/12/2021,01/12/2022,Định kỳ - Cuối kỳ,3 Tháng,"350,000",0,Công ty cổ phần Chứng khoán Bảo Việt,11,,,,,,,,Hết lưu hành,1000000.0,350000.0,0.0,11.0
1802,H39CH2123002,VNĐ,Công ty Cổ phần Hưng Thịnh Investment,"1,000,000",2 Năm,,16/11/2021,16/11/2023,Định kỳ - Cuối kỳ,3 Tháng,"800,000",0,Công ty cổ phần Chứng khoán BETA,11,,,,,,,,Hết lưu hành,1000000.0,800000.0,0.0,11.0
1803,H39CH2123004,VNĐ,Công ty Cổ phần Hưng Thịnh Investment,"100,000",24 Tháng,,22/12/2021,22/12/2023,Định kỳ - Cuối kỳ,3 Tháng,"6,000,000",0,Công ty cổ phần Chứng khoán Capital (Tên cũ: Công ty cổ phần Chứng khoán Thủ Đô),11,,,,,,,,Hết lưu hành,100000.0,6000000.0,0.0,11.0
1804,H39CH2224003,VNĐ,Công ty Cổ phần Hưng Thịnh Investment,"1,000,000",24 Tháng,,29/08/2022,29/08/2024,Định kỳ - Cuối kỳ,3 Tháng,"742,129",0,Công ty cổ phần Chứng khoán Dầu khí,10.5,,,,,,,,Hết lưu hành,1000000.0,742129.0,0.0,10.5
1805,H39CH2225002,VNĐ,Công ty Cổ phần Hưng Thịnh Investment,"1,000,000",30 Tháng,,10/08/2022,10/02/2025,Định kỳ - Cuối kỳ,3 Tháng,"161,750",0,Công ty cổ phần Chứng khoán Dầu khí,10.5,,,,,,,,Hết lưu hành,1000000.0,161750.0,0.0,10.5
1806,H39CH2229001,VNĐ,Công ty Cổ phần Hưng Thịnh Investment,"100,000,000",84 Tháng,907 ngày,14/01/2022,14/01/2029,Định kỳ - Cuối kỳ,12 Tháng,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,9,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,9.0
1807,H79CH2122003,VNĐ,CTCP Hưng Thịnh Land,"100,000",1 Năm,,02/08/2021,02/08/2022,Định kỳ - Cuối kỳ,3 Tháng,"3,000,000",0,Công ty Cổ phần Chứng khoán Tân Việt,10.3,,,,,,,,Hết lưu hành,100000.0,3000000.0,0.0,10.3
1808,H79CH2122006,VNĐ,CTCP Hưng Thịnh Land,"1,000,000",12 Tháng,,31/03/2021,31/03/2022,Định kỳ - Cuối kỳ,3 Tháng,"300,000",0,Công ty cổ phần Chứng khoán BETA,11,,,,,,,,Hết lưu hành,1000000.0,300000.0,0.0,11.0
1809,H79CH2122007,VNĐ,CTCP Hưng Thịnh Land,"1,000,000,000",12 Tháng,,16/04/2021,16/04/2022,Định kỳ - Cuối kỳ,3 Tháng,300,0,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,10.5,,,,,,,,Hết lưu hành,1000000000.0,300.0,0.0,10.5
1810,H79CH2122008,VNĐ,CTCP Hưng Thịnh Land,"1,000,000",12 Tháng,,05/05/2021,05/05/2022,Định kỳ - Cuối kỳ,3 Tháng,"500,000",0,Công ty cổ phần Chứng khoán BETA,11,,,,,,,,Hết lưu hành,1000000.0,500000.0,0.0,11.0
1811,H79CH2122009,VNĐ,CTCP Hưng Thịnh Land,"1,000,000,000",12 Tháng,,27/05/2021,27/05/2022,Định kỳ - Cuối kỳ,3 Tháng,300,0,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,10.5,,,,,,,,Hết lưu hành,1000000000.0,300.0,0.0,10.5
1812,H79CH2122016,VNĐ,CTCP Hưng Thịnh Land,"1,000,000",1 Năm,,17/08/2021,17/08/2022,Định kỳ - Cuối kỳ,3 Tháng,"900,000",0,Công ty Cổ phần Chứng khoán An Bình,11,,,,,,,,Hết lưu hành,1000000.0,900000.0,0.0,11.0
1813,H79CH2122020,VNĐ,CTCP Hưng Thịnh Land,"1,000,000",12 Tháng,,04/08/2021,04/08/2022,Định kỳ - Cuối kỳ,3 Tháng,"300,000",0,Công ty cổ phần Chứng khoán Bảo Việt,11,,,,,,,,Hết lưu hành,1000000.0,300000.0,0.0,11.0
1814,H79CH2123002,VNĐ,CTCP Hưng Thịnh Land,"100,000",45 Tháng,,19/03/2021,19/12/2024,Khác,,"4,000,000",0,Công ty Cổ phần Chứng khoán Tân Việt,10.5,,,,,,,,Hết lưu hành,100000.0,4000000.0,0.0,10.5
1815,H79CH2123004,VNĐ,CTCP Hưng Thịnh Land,"1,000,000",30 Tháng,,18/03/2021,30/09/2023,Định kỳ - Đầu kỳ,6 Tháng,"300,000",0,Công ty cổ phần Chứng khoán BIDV,10.5,,,,,,,,Hết lưu hành,1000000.0,300000.0,0.0,10.5
1816,H79CH2123010,VNĐ,CTCP Hưng Thịnh Land,"1,000,000",24 Tháng,,28/05/2021,28/05/2023,Định kỳ - Cuối kỳ,6 Tháng,"350,000",0,Công ty cổ phần Chứng khoán BIDV,10.4,,,,,,,,Hết lưu hành,1000000.0,350000.0,0.0,10.4
1817,H79CH2123015,VNĐ,CTCP Hưng Thịnh Land,"1,000,000",2 Năm,,09/06/2021,09/06/2023,Định kỳ - Cuối kỳ,3 Tháng,"800,000",0,Công ty cổ phần Chứng khoán BETA,10.7,,,,,,,,Hết lưu hành,1000000.0,800000.0,0.0,10.7
1818,H79CH2123021,VNĐ,CTCP Hưng Thịnh Land,"100,000",2 Năm,,18/08/2021,18/08/2023,Định kỳ - Cuối kỳ,3 Tháng,"5,000,000",0,Công ty Cổ phần Chứng khoán Tân Việt,10.3,,,,,,,,Hết lưu hành,100000.0,5000000.0,0.0,10.3
1819,H79CH2123022,VNĐ,CTCP Hưng Thịnh Land,"100,000",2 Năm,,28/12/2021,28/12/2023,Định kỳ - Cuối kỳ,3 Tháng,"4,000,000",,Công ty Cổ phần Chứng khoán Tân Việt,10.3,,,,,,,,Hết lưu hành,100000.0,4000000.0,,10.3
1820,H79CH2124001,VNĐ,CTCP Hưng Thịnh Land,"100,000",1372 Ngày,,18/03/2021,19/12/2024,Khác,,"5,000,000",0,Công ty Cổ phần Chứng khoán Tân Việt,10.5,,,,,,,,Hết lưu hành,100000.0,5000000.0,0.0,10.5
1821,H79CH2124017,VNĐ,CTCP Hưng Thịnh Land,"100,000",3 Năm,,11/06/2021,11/06/2024,Định kỳ - Cuối kỳ,3 Tháng,"6,000,000",0,Công ty Cổ phần Chứng khoán Tân Việt,10,,,,,,,,Hết lưu hành,100000.0,6000000.0,0.0,10.0
1822,H79CH2124018,VNĐ,CTCP Hưng Thịnh Land,"100,000",60 Tháng,,07/07/2021,07/07/2026,Định kỳ - Cuối kỳ,3 Tháng,"15,000,000",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,11,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000.0,15000000.0,0.0,11.0
1823,H79CH2124019,VNĐ,CTCP Hưng Thịnh Land,"100,000",60 Tháng,27 ngày,18/08/2021,18/08/2026,Định kỳ - Cuối kỳ,3 Tháng,"18,000,000","18,000,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,11,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000.0,18000000.0,18000000.0,11.0
1824,H79CH2223001,VNĐ,CTCP Hưng Thịnh Land,"1,000,000",12 Tháng,,07/03/2022,07/03/2023,Định kỳ - Cuối kỳ,3 Tháng,"984,686",0,Công ty cổ phần Chứng khoán BETA,11,,,,,,,,Hết lưu hành,1000000.0,984686.0,0.0,11.0
1825,H79CH2225002,VNĐ,CTCP Hưng Thịnh Land,"100,000",5 Năm,244 ngày,23/03/2022,23/03/2027,Khác,,"7,000,000",,Công ty cổ phần Chứng khoán Capital (Tên cũ: Công ty cổ phần Chứng khoán Thủ Đô),11,,,,,,,,Hết lưu hành,100000.0,7000000.0,,11.0
1826,HAACB2124001,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000",36 Tháng,,18/03/2021,18/03/2024,Định kỳ - Cuối kỳ,6 Tháng,"5,000,000",,Công ty cổ phần Chứng khoán VNDirect,10.8,,,,,,,,Hết lưu hành,100000.0,5000000.0,,10.8
1827,HAACH2226001,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",48 Tháng,,20/07/2022,20/07/2026,Định kỳ - Cuối kỳ,6 Tháng,"2,100",0,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,11,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,2100.0,0.0,11.0
1828,HAACH2427001,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",36 Tháng,341 ngày,28/06/2024,28/06/2027,Định kỳ - Cuối kỳ,3 Tháng,"2,350","2,350",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,10.2,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2350.0,2350.0,10.2
1829,HAAN201910-01,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",18 Tháng,,23/10/2019,23/04/2021,Định kỳ - Cuối kỳ,6 Tháng,"2,000",0,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2000.0,0.0,11.5
1830,HAAN201910-02,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",21 Tháng,,23/10/2019,23/07/2021,Định kỳ - Cuối kỳ,6 Tháng,"2,500",0,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2500.0,0.0,11.5
1831,HAAN201910-03,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",24 Tháng,,23/10/2019,23/10/2021,Định kỳ - Cuối kỳ,6 Tháng,"3,000",0,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,3000.0,0.0,11.5
1832,HAAN201910-04,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",27 Tháng,,23/10/2019,23/01/2022,Định kỳ - Cuối kỳ,6 Tháng,"3,500",0,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,3500.0,0.0,11.5
1833,HAAN201910-05,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",30 Tháng,,23/10/2019,23/04/2022,Định kỳ - Cuối kỳ,6 Tháng,"4,000",0,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,4000.0,0.0,11.5
1834,HAAN201910-06,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",33 Tháng,,23/10/2019,23/07/2022,Định kỳ - Cuối kỳ,6 Tháng,"4,500",0,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,4500.0,0.0,11.5
1835,HAAN201910-07,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",36 Tháng,,23/10/2019,23/10/2022,Định kỳ - Cuối kỳ,6 Tháng,"4,980",0,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,4980.0,0.0,11.5
1836,HAAN2020-01,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",24 Tháng,,17/04/2020,17/04/2022,Định kỳ - Cuối kỳ,6 Tháng,"2,000",,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2000.0,,11.5
1837,HAAN2020-02,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",27 Tháng,,17/04/2020,17/07/2022,Định kỳ - Cuối kỳ,6 Tháng,"2,000",,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2000.0,,11.5
1838,HAAN2020-03,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",30 Tháng,,17/04/2020,17/10/2022,Định kỳ - Cuối kỳ,6 Tháng,"2,000",,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2000.0,,11.5
1839,HAAN2020-04,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",33 Tháng,,17/04/2020,17/01/2023,Định kỳ - Cuối kỳ,6 Tháng,"2,000",,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2000.0,,11.5
1840,HAAN2020-05,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",36 Tháng,,17/04/2020,17/04/2023,Định kỳ - Cuối kỳ,6 Tháng,"2,500",,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2500.0,,11.5
1841,HAAN2020-06,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",39 Tháng,,17/04/2020,17/07/2023,Định kỳ - Cuối kỳ,6 Tháng,"2,500",,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2500.0,,11.5
1842,HAAN2020-07,VNĐ,Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),"100,000,000",42 Tháng,,17/04/2020,17/10/2023,Định kỳ - Cuối kỳ,6 Tháng,"2,500",,Công ty Cổ phần Chứng khoán Châu á - Thái Bình Dương,11.5,,,,,,,,Hết lưu hành,100000000.0,2500.0,,11.5
1843,HAG12601,VNĐ,Công ty cổ phần Hoàng Anh Gia Lai,"100,000,000",36 Tháng,1012 ngày,29/04/2026,29/04/2029,Định kỳ - Cuối kỳ,6 Tháng,"20,000","20,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,10.5,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,20000.0,20000.0,10.5
