stt,ma_tp,tien_te,ten_dn,menh_gia,ky_han,ky_han_con_lai,ngay_phat_hanh,ngay_dao_han,pt_tra_lai,ky_han_tra_lai,kl_phat_hanh,kl_con_luu_hanh,to_chuc_luu_ky,lai_suat,doi_tuong_chao_ban,dv_xhtn,kq_xhtn,ngay_hieu_luc,tai_lieu,tc_ben_vung,dv_danh_gia,tinh_trang,menh_gia_num,kl_phat_hanh_num,kl_con_luu_hanh_num,lai_suat_num
5963,VH10.L.20.27.020,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5964,VH10.L.20.27.021,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5965,VH10.L.20.27.022,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5966,VH10.L.20.27.023,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5967,VH10.L.20.27.024,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5968,VH10.L.20.27.025,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5969,VH10.L.20.27.026,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5970,VH10.L.20.27.027,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5971,VH10.L.20.27.028,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5972,VH10.L.20.27.029,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5973,VH10.L.20.27.030,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5974,VH10.L.20.27.031,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5975,VH10.L.20.27.032,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5976,VH10.L.20.27.033,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5977,VH10.L.20.27.034,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5978,VH10.L.20.27.035,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5979,VH10.L.20.27.036,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5980,VH10.L.20.27.037,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5981,VH10.L.20.27.038,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5982,VH10.L.20.27.039,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5983,VH10.L.20.27.040,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5984,VH10.L.20.27.041,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5985,VH10.L.20.27.042,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5986,VH10.L.20.27.043,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5987,VH10.L.20.27.044,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5988,VH10.L.20.27.045,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5989,VH10.L.20.27.046,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5990,VH10.L.20.27.047,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5991,VH10.L.20.27.048,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5992,VH10.L.20.27.049,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5993,VH10.L.20.27.050,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5994,VH10.L.20.27.051,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5995,VH10.L.20.27.052,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5996,VH10.L.20.27.053,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5997,VH10.L.20.27.054,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5998,VH10.L.20.27.055,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
5999,VH10.L.20.27.056,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6000,VH10.L.20.27.057,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6001,VH10.L.20.27.058,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6002,VH10.L.20.27.059,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6003,VH10.L.20.27.060,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,401 ngày,27/08/2020,27/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6004,VH11.L.20.27.061,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6005,VH11.L.20.27.062,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6006,VH11.L.20.27.063,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6007,VH11.L.20.27.064,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6008,VH11.L.20.27.065,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6009,VH11.L.20.27.066,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6010,VH11.L.20.27.067,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6011,VH11.L.20.27.068,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6012,VH11.L.20.27.069,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6013,VH11.L.20.27.070,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6014,VH11.L.20.27.071,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6015,VH11.L.20.27.072,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6016,VH11.L.20.27.073,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6017,VH11.L.20.27.074,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6018,VH11.L.20.27.075,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6019,VH11.L.20.27.076,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6020,VH11.L.20.27.077,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6021,VH11.L.20.27.078,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6022,VH11.L.20.27.079,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6023,VH11.L.20.27.080,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6024,VH11.L.20.27.081,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6025,VH11.L.20.27.082,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6026,VH11.L.20.27.083,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6027,VH11.L.20.27.084,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6028,VH11.L.20.27.085,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6029,VH11.L.20.27.086,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6030,VH11.L.20.27.087,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6031,VH11.L.20.27.088,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6032,VH11.L.20.27.089,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6033,VH11.L.20.27.090,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6034,VH11.L.20.27.091,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6035,VH11.L.20.27.092,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6036,VH11.L.20.27.093,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
6037,VH11.L.20.27.094,VNĐ,Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,"100,000,000",7 Năm,402 ngày,28/08/2020,28/08/2027,Định kỳ - Cuối kỳ,1 Năm,500,500,Ngân hàng TMCP Hàng Hải Việt Nam,10.5,,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,10.5
