article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,loai_su_kien
28128,28/08/2025,Công ty Cổ phần Tập đoàn Sovico,"SVGL2023095,SVGL2023094","CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
27961,27/08/2025,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,KDHH2225001,Công bố thông tin về tình hình thanh toán gốc lãi trái phiếu tại ngày đáo hạn,,Hiệu lực,
27952,26/08/2025,Công ty Cổ phần Tập đoàn Sovico,"SVGL2023092,SVGL2023093","CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
27895,26/08/2025,CTCP ĐẦU TƯ SMART DRAGON,SMDB2124001,"Công Ty Cổ Phần Đầu Tư Smart Dragon - Báo cáo về cập nhật thanh toán bổ sung thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
27932,25/08/2025,CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI VKT - HÒA AN,VKTCH2132001,Công bố thông tin khác về việc thực hiện quyền bán lại và nhận lãi mã trái phiếu VKTCH2132001,,Hiệu lực,ban_lai
27800,21/08/2025,Công ty Cổ phần Tập đoàn Sovico,SVGL2023091,"CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
27817,21/08/2025,Công ty Cổ phần Tập đoàn Sovico,"SVGL2023086,SVGL2023087,SVGL2023089,SVGL2023090,SVGL2023088","CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
27785,20/08/2025,Công ty cổ phần kinh doanh F88,F88CH2425005,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu F88CH2425005",,Hiệu lực,
27773,20/08/2025,Công ty Cổ phần CMC,CVTB2125003,"Công bố thông tin hoàn thành thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
27749,20/08/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2224005,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
27755,20/08/2025,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",GMECH2123004,"GEE_Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn_GMECH2123004",,Hiệu lực,
27732,19/08/2025,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NTDCH2227001",,Hiệu lực,
27737,19/08/2025,Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã BNPCH2123002",,Hiệu lực,
27677,19/08/2025,Công ty cổ phần kinh doanh F88,F88CH2425004,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu F88CH2425004 tại ngày đáo hạn",,Hiệu lực,
27692,19/08/2025,Ngân hàng TMCP Á Châu,ACBL2325003,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn (Mã trái phiếu: ACBL2325003)",,Hiệu lực,
27699,18/08/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NOVALAND.BOND.2019,"Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va công bố thông tin về tình hình thanh toán gốc, lãi (cập nhật thanh toán bổ sung/hoàn thành thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán)",,Hiệu lực,khac_phuc
27689,15/08/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123009,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
27680,15/08/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123013,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123013",,Hiệu lực,
27664,14/08/2025,Ngân hàng TMCP Á Châu,ACBL2325002,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn (Mã trái phiếu: ACBL2325002)",,Hiệu lực,
27642,13/08/2025,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,"HQNCH2124003,HQNCH2124004","CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT v/v: Tình hình thanh toán gốc, lãi trái phiếu",,Hiệu lực,
27618,12/08/2025,Công ty cổ phần Sovico,"SVC07202302,SVC07202305",Công bố thông tin v/v hoàn thành thanh toán gốc & lãi TPDN đáo hạn trong tháng 07 năm 2025,,Hiệu lực,tat_toan
27609,12/08/2025,Ngân hàng TMCP Á Châu,ACBL2325001,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn (Mã trái phiếu: ACBL2325001)",,Hiệu lực,
27585,11/08/2025,Tổng công ty Điện lực TKV - CTCP,DTKBOND2018,Công bố thông tin về kết quả thanh toán trái phiếu đáo hạn,,Hiệu lực,
27592,11/08/2025,Công ty cổ phần phần mềm diệt virus BKAV,BKPCB2124001,Nghị Quyết Hội Nghị Người Sở Hữu Trái Phiếu mã BKPCB2124001,,Hiệu lực,xin_y_kien
27564,08/08/2025,Công ty TNHH  Đầu tư Bất động sản Long Hưng Phát,LHRCH2025005,CBTT hoàn thành thanh toán lãi TP LHPR2025005 chậm thanh toán theo CV 20B/2025-CV-LHP2 ngày 15/07/2025,,Hiệu lực,tat_toan
27563,08/08/2025,Công ty Cổ phần Tập đoàn Sovico,,"CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
27565,08/08/2025,CTCP ĐẦU TƯ ĐỊA ỐC NO VA,NVJCH2025001,CBTT hoàn thành thanh toán lãi trái phiếu NVJCH2025001 chậm thanh toán theo CV 26B/2025-CV-NVL ngày 15/07/2025,,Hiệu lực,tat_toan
27540,07/08/2025,CT TNHH ĐẦU TƯ PHÚ THỊNH PHÁT,PTP2020,"Bổ sung, chuyển nhượng và chia sẻ tài sản bảo đảm của Trái phiếu PTP2020",,Hiệu lực,
27529,06/08/2025,CT TNHH ĐẦU TƯ VÀ BẤT ĐỘNG SẢN NGỌC MINH,NGOCMINH2019,"CÔNG BỐ THÔNG TIN VỀ TÌNH HÌNH THANH TOÁN GỐC, LÃI",,Hiệu lực,
27524,05/08/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224001,"Công ty Đại Thịnh Phát báo cáo bổ sung /hoàn thành thanh toán gốc, lãi trái phiếu DPJ12201",,Hiệu lực,tt_bo_sung
27485,05/08/2025,Công ty TNHH Đầu tư Big Gain,BGICH2124002,Công ty TNHH Đầu tư Big Gain - CBTT thanh toán bổ sung,,Hiệu lực,tt_bo_sung
27460,30/07/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123007,"V/v: Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
27436,29/07/2025,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124007,"CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT bất thường - về việc: Tình hình thanh toán gốc, lãi trái phiếu HQNCH2124007",,Hiệu lực,
27412,28/07/2025,CTCP Chứng khoán Rồng Việt,VDSH2425003,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (mã VDSH2425003)",,Hiệu lực,tat_toan
27363,24/07/2025,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",GMECH2123003,"GEE_ Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,
27366,24/07/2025,Công ty Cổ phần chứng khoán Bảo Minh,BMSH2425001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã BMSH2425001 tại ngày đáo hạn",,Hiệu lực,
27372,24/07/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123007,"V/v: Công bố thông tin về tình hình thanh toán gốc, lãi",,Hết hiệu lực,
27376,23/07/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224002,"Công ty Đại Thịnh Phát báo cáo bổ sung /hoàn thành thanh toán gốc, lãi trái phiếu DPJ12202",,Hiệu lực,tt_bo_sung
27350,23/07/2025,CTCP Sunshine AM,SAMCH2125002,"Công bố thông tin về tình hình thanh toán gốc, lãi – mã: SAMCH2125002",,Hiệu lực,
27347,22/07/2025,CTCP TẬP ĐOÀN TASECO (tên cũ: CTCP DỊCH VỤ HÀNG KHÔNG THĂNG LONG ),TASCH2325002,"Công bố thông tin hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
27332,21/07/2025,CTCP chứng khoán Kỹ thương,TCSCH2325003,"Báo cáo về việc hoàn thành việc thanh toán gốc, lãi trái phiếu TCSCH2325003 tại ngày đáo hạn",,Hiệu lực,tat_toan
27333,18/07/2025,CT TNHH BẤT ĐỘNG SẢN VĨNH XUÂN,"VINHXUAN2020-01,VINHXUAN2020-03,VINHXUAN2020-02","Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
27314,17/07/2025,Công ty Cổ phần Pan Farm,PAFCH2325001,Báo cáo về hoàn thành việc thanh toán gốc lãi trái phiếu tại ngày đáo hạn mã trái phiếu PAFCH2325001,,Hiệu lực,tat_toan
27290,15/07/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224001,Công ty Đại Thịnh Phát cập nhật bổ sung thanh toán lãi kỳ 29/03/2025,,Hiệu lực,tt_bo_sung
27266,14/07/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2123008,"Công bố thông tin về tình hình thanh toán gốc, lãi HPXH2123008",,Hết hiệu lực,
27226,10/07/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2123008,"Công bố thông tin về tình hình thanh toán gốc, lãi HPXH2123008",,Hiệu lực,
27163,09/07/2025,CÔNG TY TNHH THÀNH PHỐ AQUA,TPACH2025004,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
27120,09/07/2025,Ngân hàng TMCP Phương Đông,OCB.BOND3.2020,"Ngân hàng TMCP Phương Đông báo cáo thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn mã trái phiếu OCB.BOND3.2020",,Hiệu lực,tat_toan
27079,08/07/2025,CTCP chứng khoán Kỹ thương,TCSCH2325002,"Báo cáo về việc hoàn thành việc thanh toán gốc, lãi trái phiếu TCSCH2325002 tại ngày đáo hạn",,Hiệu lực,tat_toan
27121,08/07/2025,Công ty Cổ phần Đầu tư Nam Long,NLG2018001,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu NLG2018001 tại ngày đáo hạn",,Hiệu lực,tat_toan
27111,08/07/2025,Ngân hàng Thương mại cổ phần Công Thương Việt Nam,CTG152501T2,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
27067,04/07/2025,CÔNG TY CỔ PHẦN TV - TM - DV ĐỊA ỐC HOÀNG QUÂN MÊKÔNG,HQMCH2328001,"Báo cáo hoàn thành thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
27061,04/07/2025,CTCP Đầu tư phát triển BĐS TMT,TMTCH2330001,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
27046,03/07/2025,CÔNG TY TNHH THÀNH PHỐ AQUA,TPACH2025004,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hết hiệu lực,
27043,03/07/2025,Công ty Cổ phần Thương mại Dịch Vụ Hoa Lâm An,LACCH2124001,CBTT về việc thanh toán gốc trái phiếu LACCH2124001,,Hiệu lực,
27042,03/07/2025,Công ty Cổ phần Thương mại Dịch Vụ Hoa Lâm An,LACCH2124001,CBTT về việc thanh toán gốc trái phiếu LACCH2124001,,Hiệu lực,
27050,03/07/2025,Công ty Cổ phần Đầu tư Phan Vũ,PVICL2025001,Công bố thông tin về việc đáo hạn trái phiếu PVIL2025001,,Hiệu lực,
27045,02/07/2025,CT TNHH BẤT ĐỘNG SẢN VĨNH XUÂN,VINHXUAN2020-01,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
27021,02/07/2025,Ngân hàng Thương mại cổ phần Công Thương Việt Nam,CTG152501_T2,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hết hiệu lực,tat_toan
27015,02/07/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123006,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123006",,Hiệu lực,
27001,01/07/2025,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,30122017-01,Tình hình thanh toán gốc trái phiếu quá hạn,,Hiệu lực,
26971,27/06/2025,CÔNG TY CỔ PHẦN KITA INVEST,KITA.BOND2020.03,"Công ty CP Kita Invest công bố thông tin đã hoàn thành thanh toán gốc, lãi mã trái phiếu 03",,Hiệu lực,tat_toan
26941,26/06/2025,Công ty TNHH Đầu tư Big Gain,BGICH2124001,Công ty TNHH Đầu tư Big Gain - CBTT thanh toán bổ sung,,Hiệu lực,tt_bo_sung
26948,26/06/2025,NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2125005,"Ngân hàng TMCP Phát triển TP.HCM báo cáo thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (Mã HDBL2125005)",,Hiệu lực,tat_toan
26922,24/06/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224002,"Công ty Đại Thịnh Phát báo cáo bổ sung/hoàn thành thanh toán gốc, lãi mã DPJ12202",,Hiệu lực,tt_bo_sung
26931,24/06/2025,CTCP TẬP ĐOÀN TASECO (tên cũ: CTCP DỊCH VỤ HÀNG KHÔNG THĂNG LONG ),TASCH2325001,"Công bố thông tin hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
26910,20/06/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123013,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123013",,Hiệu lực,
26911,20/06/2025,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",GMECH2123002,"GEE_Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu đáo hạn",,Hiệu lực,
26909,19/06/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
26896,19/06/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hiệu lực,
26899,18/06/2025,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã NSRCH2223001",,Hiệu lực,
26871,18/06/2025,Công ty cổ phần đầu tư đường Mặt Trời,MTDCH2123002,Công bố thông tin về kết quả thanh toán trái phiếu đáo hạn,,Hiệu lực,
26883,17/06/2025,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,KDHH2125001,"CBTT về tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,
26872,17/06/2025,CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,DDGH2123001,BIÊN BẢN HỌP VÀ NGHỊ QUYẾT HỘI NGHỊ NGƯỜI SỞ HỮU TRÁI PHIẾU,,Hiệu lực,xin_y_kien
26882,17/06/2025,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NTDCH2227001",,Hiệu lực,
26884,17/06/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,DPJCH2224001,"Đại Thịnh Phát cập nhật bổ sung hoàn thành thanh toán gốc, lãi trái phiếu",,Hiệu lực,tt_bo_sung
26863,16/06/2025,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),SSHCH2123001,CTCP Đầu tư Kinh doang BĐS S-Homes - CBTT tình hình thanh toán bổ sung,,Hiệu lực,tt_bo_sung
26834,11/06/2025,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,"VCM0520.30,VCM0520.26,VCM0520.27,VCM0520.28,VCM0520.21,VCM0520.22,VCM0520.23,VCM0520.24,VCM0520.25,VCM0520.29","Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
26809,09/06/2025,CTCP chứng khoán Kỹ thương,TCSCH2325001,"Báo cáo về việc hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
26802,09/06/2025,Công ty Cổ phần BVB,BVBCH2123001,CBTT kết quả mua lại trái phiếu BVBCH2123001_Ngày 05/12/2024,,Hiệu lực,mua_lai
26801,09/06/2025,Công ty Cổ phần BVB,BVBCH2123001,CBTT về kết quả mua lại trái phiếu trước hạn BVBCH2123001_Ngày 18/11/2024,,Hiệu lực,mua_lai
26800,09/06/2025,Công ty Cổ phần BVB,BVBCH2123001,CBTT về kết quả mua lại trước hạn trái phiếu BVBCH2123001_Ngày 07.11.2024,,Hiệu lực,mua_lai
26799,06/06/2025,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVDCH2227001",,Hiệu lực,
26798,06/06/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
26784,04/06/2025,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,"VCM0520.16,VCM0520.17,VCM0520.18,VCM0520.19,VCM0520.20",Báo cáo về hoàn thành việc thanh toán gốc lãi trái phiếu tại ngày đáo hạn,,Hiệu lực,tat_toan
26719,30/05/2025,CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,"VIFCB2225003,VIFCB2225004,VIFCB2225002",Báo cáo tình hình thanh toán gốc lãi TP đáo hạn 30.05.2025,,Hiệu lực,
26720,30/05/2025,CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,VIFCB2225001,Báo cáo tình hình thanh toán gốc lãi TP đáo hạn 26.05.2025,,Hiệu lực,
26701,29/05/2025,CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI VKT - HÒA AN,VKTCH2132001,Công bố thông tin khác về việc thực hiện quyền bán lại và nhận lãi mã trái phiếu VKTCH2132001,,Hiệu lực,ban_lai
26664,28/05/2025,CTCP Tập đoàn ASG,ASGH2225001,"CTCP Tập đoàn ASG báo cáo về việc hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
26603,27/05/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, Thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
26628,27/05/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123011",,Hết hiệu lực,
26616,27/05/2025,CTCP Chứng khoán Rồng Việt,VDSH2425002,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (mã VDSH2425002)",,Hiệu lực,tat_toan
26610,27/05/2025,CTCP ĐỊA ỐC PHÚ LONG,"PLR05202311,PLR05202312","Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
26606,27/05/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã trái phiếu H39CH2122001",,Hiệu lực,
26588,23/05/2025,CTCP ĐỊA ỐC PHÚ LONG,"PLR05202307,PLR05202308,PLR05202309,PLR05202310","Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
26580,23/05/2025,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",GMECH2123001,"GEE_Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu đáo hạn",,Hiệu lực,
26574,22/05/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123014,Công bố thông tin về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
26558,21/05/2025,CTCP ĐỊA ỐC PHÚ LONG,"PLR05202304,PLR05202305,PLR05202306","Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
26557,21/05/2025,CTCP ĐỊA ỐC PHÚ LONG,"PLR05202301,PLR05202302,PLR05202303","Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
26551,21/05/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã Trái phiếu H39CH2122001",,Hiệu lực,
26525,21/05/2025,Công ty Cổ phần Xây lắp Sunshine E&C,SECCH2224001,Công ty Cổ phần Xây lắp Sunshine E&C V/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi,,Hiệu lực,tt_bo_sung
26531,20/05/2025,Công ty cổ phần kinh doanh F88,F88CH2425003,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu F88CH2425003",,Hiệu lực,
26519,19/05/2025,Công ty Tài chính tín dụng tiêu dùng TNHH MB Shinsei (Tên cũ: Công ty Tài chính TNHH MB Shinsei),MSFCLH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu tại ngày đáo hạn",,Hiệu lực,
26487,16/05/2025,CTCP FECON,FCNH2325001,"Báo cáo thanh toán gốc, lãi cho trái phiếu FCNH2325001 đáo hạn",,Hiệu lực,
26499,15/05/2025,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,CÔNG TY CỔ PHẦN KINH DOANH NHÀ SUNSHINE- CBTT về tình hình thanh toán bổ sung,,Hiệu lực,tt_bo_sung
26471,13/05/2025,Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát,"DPJCH2224001,DPJCH2224002","Công ty Đại Thịnh Phát cập nhật bổ sung thanh toán gốc, lãi sau khi chậm thanh toán",,Hiệu lực,khac_phuc
26445,13/05/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã Trái phiếu H39CH2122001",,Hiệu lực,
26449,12/05/2025,Công ty Cổ phần Xây lắp Sunshine E&C,SECCH2224001,Công ty Cổ phần Xây lắp Sunshine E&C v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi,,Hiệu lực,tt_bo_sung
26409,12/05/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, Thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
26399,09/05/2025,Công ty cổ phần Tonkin Land,TKLCH2225001,Công bố thông tin cập nhật thanh toán lãi trái phiếu sau khi chậm thanh toán,,Hiệu lực,khac_phuc
26369,09/05/2025,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,CÔNG TY CỔ PHẦN KINH DOANH NHÀ SUNSHINE- CBTT về tình hình thanh toán bổ sung,,Hiệu lực,tt_bo_sung
26371,08/05/2025,Công ty cổ phần Tonkin Land,TKLCH2225001,Công bố thông tin cập nhật thanh toán gốc lãi trái phiếu tại ngày đáo hạn,,Hiệu lực,
26301,06/05/2025,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,"V/v Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVDCH2227001",,Hiệu lực,
26310,05/05/2025,CTCP Phát triển Bất động sản Văn Phú (tên cũ: CTCP Đầu tư Văn Phú - Invest),VPIB2225001,"Báo cáo tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn mã VPIB2225001",,Hiệu lực,
26312,05/05/2025,Công ty cổ phần đầu tư đường Mặt Trời,MTDCH2123001,Công bố thông tin về kết quả thanh toán trái phiếu đáo hạn,,Hiệu lực,
26311,05/05/2025,Công ty cổ phần kinh doanh F88,F88CH2425002,"Công bố thông tin về tình hình thanh toán gốc, lãi F88CH2425002",,Hiệu lực,
26277,05/05/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hiệu lực,
26294,05/05/2025,CTCP Phát triển Bất động sản Văn Phú (tên cũ: CTCP Đầu tư Văn Phú - Invest),,Thay đổi ĐKKD lần thứ 27 của Công ty Cổ phần Đầu tư Văn Phú - Invest,,Hiệu lực,
26271,29/04/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPX122018,"Công bố thông tin về tình hình thanh toán gốc, lãi HPX122018",,Hiệu lực,
26263,29/04/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã Trái phiếu H39CH2122001",,Hiệu lực,
26262,29/04/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã Trái phiếu H39CH2122001",,Hiệu lực,
26196,28/04/2025,Công ty Cổ phần Nông nghiệp BAF Việt Nam,BAFH2330001,Biên bản họp ĐHĐCĐ thường niên năm 2025,,Hiệu lực,
26198,28/04/2025,Công ty Cổ phần Nông nghiệp BAF Việt Nam,BAFH2330001,NGHỊ QUYẾT ĐẠI HỘI ĐỒNG CỔ ĐÔNG THƯỜNG NIÊN NĂM 2025,,Hiệu lực,
26137,25/04/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hiệu lực,
26108,25/04/2025,CTCP VINHOMES,VHMB2325001,Công bố thông tin về tình hình thanh toán gốc lãi trái phiếu VHMB2325001,,Hiệu lực,
