article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,file_id,loai_su_kien
31936,16/04/2026,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,"TRUNGNAMSOLAR_BOND2020_01,TRUNGNAMSOLAR_BOND2020_02,TRUNGNAMSOLAR_BOND2020_05,TRUNGNAMSOLAR_BOND2020_06,TRUNGNAMSOLAR_BOND2020_07,TRUNGNAMSOLAR_BOND2020_08,TRUNGNAMSOLAR_BOND2020_10","Công ty TNHH Điện mặt trời Trung Nam Thuận Nam CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái Phiếu đã phát hành liên quan đến mã Trái Phiếu TRUNGNAMSOLAR _BOND2020_01; TRUNGNAMSOLAR _BOND2020_02; TRUNGNAMSOLAR _BOND2020_05; TRUNGNAMSOLAR _BOND2020_06; TRUNGNAMSOLAR _BOND2020_07; TRUNGNAMSOLAR _BOND2020_08; TRUNGNAMSOLAR _BOND2020_10",,Hiệu lực,31936.0,
31935,16/04/2026,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,"TRUNGNAMSOLAR_BOND2020_01,TRUNGNAMSOLAR_BOND2020_02,TRUNGNAMSOLAR_BOND2020_05,TRUNGNAMSOLAR_BOND2020_06,TRUNGNAMSOLAR_BOND2020_07,TRUNGNAMSOLAR_BOND2020_08,TRUNGNAMSOLAR_BOND2020_10","Công ty TNHH Điện mặt trời Trung Nam Thuận Nam CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái Phiếu đã phát hành liên quan đến mã Trái Phiếu TRUNGNAMSOLAR _BOND2020_01; TRUNGNAMSOLAR _BOND2020_02; TRUNGNAMSOLAR _BOND2020_05; TRUNGNAMSOLAR _BOND2020_06; TRUNGNAMSOLAR _BOND2020_07; TRUNGNAMSOLAR _BOND2020_08; TRUNGNAMSOLAR _BOND2020_10",,Hiệu lực,31935.0,
31934,16/04/2026,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,"TRUNGNAMSOLAR_BOND2020_01,TRUNGNAMSOLAR_BOND2020_02,TRUNGNAMSOLAR_BOND2020_05,TRUNGNAMSOLAR_BOND2020_06,TRUNGNAMSOLAR_BOND2020_07,TRUNGNAMSOLAR_BOND2020_08,TRUNGNAMSOLAR_BOND2020_10","Công ty TNHH Điện mặt trời Trung Nam Thuận Nam CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái Phiếu đã phát hành liên quan đến mã Trái Phiếu TRUNGNAMSOLAR _BOND2020_01; TRUNGNAMSOLAR _BOND2020_02; TRUNGNAMSOLAR _BOND2020_05; TRUNGNAMSOLAR _BOND2020_06; TRUNGNAMSOLAR _BOND2020_07; TRUNGNAMSOLAR _BOND2020_08; TRUNGNAMSOLAR _BOND2020_10",,Hiệu lực,31934.0,
31949,16/04/2026,CÔNG TY TNHH XUÂN THIỆN ĐĂK LĂK,,CÔNG TY TNHH XUÂN THIỆN ĐĂK LĂK CBTT bất thường - về việc: QĐ xử phạt vi phạm hành chính số 196/QĐ-XPHC ngày 16/04/2026 của Thanh tra chứng khoán nhà nước,,Hiệu lực,31949.0,
31940,16/04/2026,Công ty Cổ phần Đầu tư TDG Global,TDGH2326001,"Công ty Cổ phần Đầu tư TDG Global CBTT bất thường - về việc: Báo cáo về chậm thanh toán gốc, lãi trái phiếu TDGH2326001",,Hiệu lực,31940.0,cham_tra
31903,14/04/2026,CTCP Tập đoàn ASG,ASG12501,"CTCP Tập đoàn ASG công bố Nghị quyết của Hội đồng quản trị và Nghị quyết của Người sở hữu Trái phiếu về việc thay đổi Các Điều Kiện, Điều Khoản Trái Phiếu của Trái Phiếu ASG12501 do CTCP Tập đoàn ASG phát hành năm 2025",,Hiệu lực,31903.0,
31899,13/04/2026,Công ty Cổ phần Chứng khoán APG,APG12501,Công ty Cổ phần Chứng khoán APG CBTT bất thường - về việc: Quyết định xử phạt số 185/QĐ-XPHC của Ủy ban chứng khoán Nhà nước,,Hiệu lực,31899.0,
31896,13/04/2026,CTCP TÂN HOÀN CẦU BẾN TRE,"BTCCH2133001,BTCCH2133002,THCBTH2032001,THCBTH2032002",CTCP TÂN HOÀN CẦU BẾN TRE CBTT bất thường - về việc: Nhận được Quyết định xử phạt Vi phạm hành chính.,,Hiệu lực,31896.0,
31787,09/04/2026,Công ty Cổ phần Sunbay Ninh Thuận,"SBPCB2124002,SBPCB2225001,SBPCB2227002,SBPCB2228003",Công ty Cổ phần Sunbay Ninh Thuận CBTT bất thường - về việc: Công bố thông tin bất thường của doanh nghiệp phát hành trái phiếu,,Hiệu lực,31787.0,
31836,09/04/2026,Công ty cổ phần đầu tư đường Mặt Trời,MTD12501,Công ty cổ phần đầu tư đường Mặt Trời CBTT bất thường - về việc gia hạn trái phiếu MTD12501,,Hết hiệu lực,31836.0,gia_han
31857,09/04/2026,CTCP Hưng Thịnh Land,H79CH2124018,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu H79CH2124018,,Hiệu lực,31857.0,cham_tra
31737,08/04/2026,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,"TRUNGNAMSOLAR_BOND2020_01,TRUNGNAMSOLAR_BOND2020_02,TRUNGNAMSOLAR_BOND2020_03,TRUNGNAMSOLAR_BOND2020_05,TRUNGNAMSOLAR_BOND2020_06,TRUNGNAMSOLAR_BOND2020_07,TRUNGNAMSOLAR_BOND2020_08","Công ty TNHH Điện mặt trời Trung Nam Thuận Nam CBTT bất thường - về việc: Thay đổi nội dung liên quan đến kỳ hạn trái phiếu, ngày đáo hạn và lịch mua lại định kỳ",,Hiệu lực,31737.0,
31809,08/04/2026,TỔNG CÔNG TY ĐÔNG BẮC,DBCCH2126001,TỔNG CÔNG TY ĐÔNG BẮC CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính số 176/QĐ-XPHC ngày 06/04/2026 của Ủy ban Chứng khoán Nhà nước – Thanh tra Chứng khoán Nhà nước,,Hiệu lực,31809.0,
31832,08/04/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2224006,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va CBTT bất thường - về việc: thực hiện mua lại trái phiếu trước hạn bắt buộc,,Hiệu lực,31832.0,
31660,07/04/2026,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,"TRUNGNAMSOLAR_BOND2020_01,TRUNGNAMSOLAR_BOND2020_02,TRUNGNAMSOLAR_BOND2020_05,TRUNGNAMSOLAR_BOND2020_06,TRUNGNAMSOLAR_BOND2020_07,TRUNGNAMSOLAR_BOND2020_08,TRUNGNAMSOLAR_BOND2020_10",Công ty TNHH Điện mặt trời Trung Nam Thuận Nam CBTT bất thường - về việc: thay đổi lãi suất trái phiếu TRUNGNAMSOLAR _BOND2020_01; TRUNGNAMSOLAR_BOND2020_02; TRUNGNAMSOLAR _BOND2020_05; TRUNGNAMSOLAR _BOND2020_06; TRUNGNAMSOLAR _BOND2020_07; TRUNGNAMSOLAR _BOND2020_08; TRUNGNAMSOLAR _BOND2020_10,,Hiệu lực,31660.0,
31760,07/04/2026,Công ty Cổ phần Đầu tư và Phát triển du lịch Phú Quốc,"DPQCH2227001,DPQCH2227002,DPQCH2227003,DPQCH2227004,DPQCH2227005,DPQCH2227006,DPQCH2227007,DPQ12501","Công ty Cổ phần Đầu tư và Phát triển du lịch Phú Quốc CBTT bất thường - về việc: Công ty DLPQ đã nhận sáp nhập Công ty NVS theo phương án cộng ngang vốn điều lệ, nhận sáp nhận toàn bộ vốn điều lệ, dự án đầu tư, tài sản, quyền và nghĩa vụ phát sinh của Công ty Newvision.",,Hiệu lực,31760.0,
31735,07/04/2026,CTCP LAVIDA INVEST,LVDCH2123001,CTCP LAVIDA INVEST CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính,,Hiệu lực,31735.0,
31678,06/04/2026,Công ty Cổ phần Đầu tư và Phát triển du lịch Phú Quốc,"DPQCH2227001,DPQCH2227002,DPQCH2227003,DPQCH2227004,DPQCH2227005,DPQCH2227006,DPQCH2227007","Công ty Cổ phần Đầu tư và Phát triển du lịch Phú Quốc CBTT bất thường - về việc: Công ty DLPQ đã nhận sáp nhập Công ty NVS theo phương án cộng ngang vốn điều lệ, nhận sáp nhận toàn bộ vốn điều lệ, dự án đầu tư, tài sản, quyền và nghĩa vụ phát sinh của Công ty Newvision.",,Hết hiệu lực,31678.0,
31653,02/04/2026,CTCP đầu tư và dịch vụ HELIOS,"HELIOS.BOND.01.2019.1000(1),HELIOS.BOND.01.2019.1000(2),HISCH2124001",CTCP đầu tư và dịch vụ HELIOS CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính Số 168/QĐ-XPHC ngày 27/03/2026 của UBCKNN - Thanh tra Chứng khoán Nhà nước.,,Hiệu lực,31653.0,
31159,02/04/2026,Công ty CP Vinam Land,VNLCH2329001,"Công ty CP Vinam Land CBTT bất thường - về việc: thay đổi điều kiện, điều khoản của trái phiếu",,Hiệu lực,31159.0,
31569,02/04/2026,Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,"Công ty Cổ phần Bất động sản BNP Global CBTT bất thường - về việc: Phương án điều chỉnh thời gian thanh toán toàn bộ gốc, lãi Trái Phiếu BNPCH2123002",,Hiệu lực,31569.0,
31319,01/04/2026,Công ty cổ phần EA Súp 2,,Công ty cổ phần EA Súp 2 CBTT bất thường - về việc: QĐ số 165/QĐ-XPHC ngày 27/03/2026 của Thanh tra chứng khoán nhà nước,,Hiệu lực,31319.0,
31354,01/04/2026,CTCP TẬP ĐOÀN XÂY DỰNG TRACODI ( TÊN CŨ: CTCP ĐẦU TƯ PHÁT TRIỂN CÔNG NGHIỆP VÀ VẬN TẢI),TCDH2227002,CTCP TẬP ĐOÀN XÂY DỰNG TRACODI ( TÊN CŨ: CTCP ĐẦU TƯ PHÁT TRIỂN CÔNG NGHIỆP VÀ VẬN TẢI) CBTT bất thường - về việc: Thông báo vi phạm Số 360/2025/CV-TPS ngày 08/05/2025 của Công ty Cổ phần Chứng khoán tiên Phong (TPS),,Hiệu lực,31354.0,
31339,01/04/2026,CTCP Đầu tư thương mại dịch vụ Gia Khang,"GKCCH2124001,GKCCH2124002",CTCP Đầu tư thương mại dịch vụ Gia Khang CBTT bất thường - về việc: Thông báo vi phạm số 256/2025/CV-TPS ngày 10/4/2025 và 257/2025/CV-TPS ngày 10/4/2025 của Công ty Cổ phần Chứng khoán tiên Phong (TPS),,Hiệu lực,31339.0,
31278,01/04/2026,Công ty cổ phần Đầu tư và Phát triển Residence,RESCH2426001,"Công ty Cổ phần Đầu tư và Phát triển Residence CBTT bất thường - về việc chậm thanh toán gốc, lãi Trái phiếu",,Hiệu lực,31278.0,cham_tra
31280,31/03/2026,CTCP EA SÚP 1,,CTCP EA SÚP 1 CBTT bất thường - về việc: Quyết định số 164/QĐ-XPHC ngày 27/03/2026 của HThanh tra chứng khoán nhà nước,,Hiệu lực,31280.0,
31282,31/03/2026,Công Ty Trách Nhiệm Hữu Hạn Phát Triển Bất Động Sản Nhà Sài Gòn,SGRCH2426001,"Công Ty Trách Nhiệm Hữu Hạn Phát Triển Bất Động Sản Nhà Sài Gòn CBTT bất thường - về việc chậm thanh toán gốc, lãi Trái phiếu",,Hiệu lực,31282.0,cham_tra
31216,31/03/2026,Công ty cổ phần ROX KEY HOLDINGS,TN1H2427001,"Công ty cổ phần ROX KEY HOLDINGS CBTT bất thường - về việc: thay đổi Đại diện Người sở hữu trái phiếu, Đại lý quản lý tài sản bảo đảm Trái phiếu TN1H2427001 (mã trái phiếu TN112401)",,Hiệu lực,31216.0,
31208,31/03/2026,CTCP EA SÚP 3,,CTCP EA SÚP 3 CBTT bất thường - về việc: QĐ số 166/QĐ-XPHC ngày 27/03/2026 của Thanh tra chứng khoán nhà nước,,Hiệu lực,31208.0,
31108,31/03/2026,Công ty Cổ phần BCG LAND,BCLCH2124001,Công ty Cổ phần BCG LAND CBTT bất thường - về việc: Thông báo vi phạm Số 255/2025/CV-TPS ngày 10/04/2025 của Công ty Cổ phần Chứng khoán Tiên Phong (TPS).,,Hiệu lực,31108.0,
31076,30/03/2026,CTCP EA SÚP 5,,CTCP EA SÚP 5 CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính số 167/QĐ-XPHC ngày 27/03/2026 của HNX,,Hiệu lực,31076.0,
30993,30/03/2026,Công ty cổ phần Tập đoàn R&H,RHGCH2124006,Công ty cổ phần Tập đoàn R&H CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu mã RHGCH2124006 kỳ 17.,,Hiệu lực,30993.0,cham_tra
31011,30/03/2026,Công ty TNHH MTV BOT tỉnh Ninh Thuận,BNTCH2433001,Công ty TNHH MTV BOT tỉnh Ninh Thuận CBTT bất thường - về việc: xử phạt vi phạm hành chính,,Hiệu lực,31011.0,
30841,27/03/2026,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_04,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam CBTT bất thường - về việc: Thay đổi nội dung liên quan đến mua lại trái phiếu trước hạn và lịch mua lại định kỳ,,Hiệu lực,30841.0,
30760,25/03/2026,CTCP đầu tư và dịch vụ HELIOS,HISCH2124001,CTCP đầu tư và dịch vụ HELIOS CBTT bất thường - về việc: Thông báo mua lại toàn bộ trái phiếu bắt buộc từ TPS,,Hiệu lực,30760.0,
30759,25/03/2026,Công ty cổ phần Hoàng Anh Gia Lai,HAGLBOND16.26,"Công ty cổ phần Hoàng Anh Gia Lai CBTT bất thường - về việc: điều chỉnh điều kiện, điều khoản Trái phiếu",,Hiệu lực,30759.0,
30647,23/03/2026,CTCP CÔNG TRÌNH GIAO THÔNG ĐỒNG NAI,DGTH2224001,"CTCP CÔNG TRÌNH GIAO THÔNG ĐỒNG NAI CBTT bất thường - về việc: Tình hình thanh toán gốc, lãi",,Hiệu lực,30647.0,
30695,23/03/2026,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TRUNGNAMSOLAR_BOND2020_04,Công ty TNHH Điện mặt trời Trung Nam Thuận Nam CBTT bất thường - về việc thay đổi lãi suất trái phiếu TRUNGNAMSOLAR_BOND2020_04:,,Hiệu lực,30695.0,
30631,23/03/2026,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal CBTT bất thường - về việc: chậm thanh toán gốc lãi trái phiếu NSRCH2223001,,Hiệu lực,30631.0,cham_tra
30611,23/03/2026,CÔNG TY TNHH THÀNH PHỐ AQUA,TPACH2125001,"CÔNG TY TNHH THÀNH PHỐ AQUA CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành.",,Hiệu lực,30611.0,
30612,23/03/2026,CÔNG TY TNHH THÀNH PHỐ AQUA,TPACH2125001,CÔNG TY TNHH THÀNH PHỐ AQUA CBTT bất thường - về việc: chậm thanh toán lãi trái phiếu TPACH2125001,,Hiệu lực,30612.0,cham_tra
30615,23/03/2026,Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land,GRL12501,"Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành.",,Hiệu lực,30615.0,
30656,20/03/2026,CTCP TÂN HOÀN CẦU BẾN TRE,THCBTH2032001,"CTCP TÂN HOÀN CẦU BẾN TRE CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành của mã THCBTH2032001",,Hiệu lực,30656.0,
30655,20/03/2026,CTCP TÂN HOÀN CẦU BẾN TRE,THCBTH2032002,"CTCP TÂN HOÀN CẦU BẾN TRE CBTT bất thường - về việc:Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành của mã THCBTH2032002",,Hiệu lực,30655.0,
30640,19/03/2026,CTCP TÂN HOÀN CẦU BẾN TRE,BTCCH2133002,"CTCP TÂN HOÀN CẦU BẾN TRE CBTT bất thường - về việc:Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành của mã BTCCH2133002",,Hiệu lực,30640.0,
30639,19/03/2026,CTCP TÂN HOÀN CẦU BẾN TRE,BTCCH2133001,"CTCP TÂN HOÀN CẦU BẾN TRE CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái phiếu đã phát hành của mã BTCCH2133001",,Hiệu lực,30639.0,
30607,18/03/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2224006,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va CBTT bất thường - về việc: thanh toán gốc lãi trái phiếu NVLH2224006,,Hiệu lực,30607.0,
30575,16/03/2026,CTCP NOVA FINAL SOLUTION,NOVA FINAL SOLUTION.BOND.2019,"CTCP NOVA FINAL SOLUTION CBTT bất thường - về việc: thanh toán gốc, lãi trái phiếu",,Hiệu lực,30575.0,
30537,13/03/2026,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,SGR12501,"Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn CBTT bất thường về việc thay đổi điều kiện, điều khoản của trái phiếu SGR12501",,Hiệu lực,30537.0,
30532,13/03/2026,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN WONDERLAND,WDLCH2126001,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN WONDERLAND CBTT bất thường - về việc: thay đổi điều khoản và điều kiện trái phiếu - Mã WDLCH2126001,,Hiệu lực,30532.0,
30518,12/03/2026,Công ty cổ phần North Star Holdings,NSTCH2324001,Công ty cổ phần North Star Holdings CBTT bất thường - về việc: nhận được quyết định xử phạt vi phạm hành chính,,Hiệu lực,30518.0,
30462,10/03/2026,Công ty cổ phần Tập đoàn R&H,RHGCH2124005,Công ty cổ phần Tập đoàn R&H CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu mã RHGCH2124005 kỳ 17,,Hiệu lực,30462.0,cham_tra
30460,09/03/2026,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc: chậm thanh toán gốc lãi trái phiếu,,Hiệu lực,30460.0,cham_tra
30459,06/03/2026,Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,Công ty Cổ phần Bất động sản BNP Global CBTT bất thường - về việc: chậm thanh toán gốc lãi trái phiếu,,Hiệu lực,30459.0,cham_tra
30447,05/03/2026,Công ty Cổ phần Tập đoàn Sovico,,Công ty Cổ phần Tập đoàn Sovico CBTT bất thường - về việc: CBTT về việc xử phạt vi phạm hành chính,,Hiệu lực,30447.0,
30438,04/03/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,"HPXH2122002,HPXH2123011,HPXH2124009,HPXH2224001",CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT CBTT bất thường - về việc: Thực hiện biện pháp khắc phục,,Hiệu lực,30438.0,
30433,03/03/2026,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1,TD1CB2134004,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1 CBTT bất thường - về việc: Thay đổi điều khoản trái phiếu đã phát hành,,Hiệu lực,30433.0,
30426,03/03/2026,Công ty cổ phần Đầu tư Địa ốc Phương Đông (Tên cũ: Công ty Cổ phần Địa ốc Phương Đông),PDCCH2124001,Công ty cổ phần Đầu tư Địa ốc Phương Đông (Tên cũ: Công ty Cổ phần Địa ốc Phương Đông) CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính do không công bố thông tin / chậm công bố thông tin theo quy định đối với trái phiếu mã PDCCH2124001,,Hiệu lực,30426.0,
30425,02/03/2026,Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1,"TD1CB2126002,TD1CB2130003,TD1CB2134004,TD1CB2135006,TD1CB2135007,TD1CB2135008,TD1CB2135009,TD1CB2135010",Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1 CBTT bất thường - về việc: Quyết định số 77/QĐ-XPHC ngày 27/01/2026 của UBCK Nhà nước về việc xử phạt vi phạm hành chính,,Hiệu lực,30425.0,
30417,27/02/2026,Công ty TNHH Bất động sản Gia Phú,GPRCH2123001,Công ty TNHH Bất động sản Gia Phú CBTT bất thường - về việc: chậm thanh toán gốc lãi trái phiếu GPRCH2123001,,Hiệu lực,30417.0,cham_tra
30418,27/02/2026,CTCP Dịch vụ Quốc tế Solaris Việt Nam,,CTCP Dịch vụ Quốc tế Solaris Việt Nam CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính,,Hiệu lực,30418.0,
30412,26/02/2026,CTCP Thủy điện Thuận Hòa Hà Giang,THHGH1730001,CTCP Thủy điện Thuận Hòa Hà Giang CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu đến hạn,,Hiệu lực,30412.0,cham_tra
30409,26/02/2026,Công ty cổ phần phân phối HDE,HDECH2325001,Công ty cổ phần phân phối HDE CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính,,Hiệu lực,30409.0,
30399,25/02/2026,CTCP Phát triển hạ tầng kỹ thuật Becamex-Bình Phước,BCMBP.H.20.28.001,CTCP Phát triển hạ tầng kỹ thuật Becamex-Bình Phước CBTT bất thường - về nội dung Nghị quyết Hội nghị người sở hữu Trái phiếu BCMBP.H.20.28.001 theo hình thức lấy ý kiến bằng văn bản.,,Hiệu lực,30399.0,
30394,24/02/2026,CTCP chứng khoán Kỹ thương,"TCSCH2126002,TCSCH2126003,TCX12501,TCX12502,TCX12503,TCX12504,TCX12505,TCX12506",CTCP chứng khoán Kỹ thương CBTT bất thường - về việc: xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán,,Hiệu lực,30394.0,
30393,24/02/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH ENCAPITAL,"ECFCH2425001,ECF12501",CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH ENCAPITAL CBTT bất thường - về việc: Quyết định xử phạt vi phạm hành chính,,Hiệu lực,30393.0,
