code,name,shortName,organCode,floor,comTypeCode,isBank,icb1_code,icb1_name,icb2_code,icb2_name,icb3_code,icb3_name,icb4_code,icb4_name
THM,Công ty Cổ phần Tứ Hải Hà Nam,Tứ Hải Hà Nam,0700519785,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
NTG,Công ty Cổ phần Vận tải thủy bộ Kiên Giang,Vận tải thủy bộ Kiên Giang,VTKG,OTC,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
CKM,Công ty Cổ phần Cơ khí Mỏ Việt Bắc,Cơ khí Mỏ Việt Bắc,VVMC,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2757,Máy công nghiệp
VW1,Công ty cổ phần Xây dựng Cấp thoát nước số 1 - Viwaseen.1,Viwaseen.1,VWA1,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
BCO,Công ty Cổ phần Xây dựng Bình Phước,Xây dựng Bình Phước,XDBINHPHUOC,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
ALC,Công ty Cổ phần Âu Lạc,Công ty Âu Lạc,ALTC,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
MDN,Công ty Cổ phần Tổng Công ty May Đồng Nai,May Đồng Nai,DGMC,OTC,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
MDT,Công ty Cổ Phần Cơ Khí Mỏ Và Đóng Tàu - Tkv,"Mecasb,jsc",MECASB,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2753,Xe tải & Đóng tàu
ECO,Công ty Cổ Phần Nhựa Sinh Thái Việt Nam,Ecoplastic VN,0106798702,UPCOM,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
EGL,Công ty Cổ phần Môi Trường Đô Thị Gia Lâm,"Urenco Gia Lam.,Jsc",0107490477,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2799,Chất thải & Môi trường
ESO,Công ty Cổ phần Vĩnh Cửu,Vĩnh Cửu,EVERSTONE,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
FUETPVND,Quỹ ETF VFCVN DIAMOND,ETF VFCVN DIAMOND,2641607,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FBT,Công ty Cổ phần Xuất Nhập Khẩu Lâm Thủy Sản Bến Tre,Faquimex,FBT,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
MTN,Công ty Cổ phần Tập Đoàn Truyền Thông Thanh Niên,Thanh Nien Media Group Corp,TNMG,OTC,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5555,Dịch vụ truyền thông
MTX,Công ty Cổ phần Công trình Đô thị Gò Công,Công Trình Đô Thị Gò Công,GOCONGUP,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2799,Chất thải & Môi trường
ULG,Công ty Cổ Phần Logistics U&I,U&I Logistics,3700492666,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
EDX,Công ty Cổ phần Tập đoàn Đầu tư EDX,Tập đoàn Đầu tư EDX,EDX,OTC,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5373,Bán lẻ phức hợp
MVT,Công ty Cp May Việt Thịnh,May Việt Thịnh,VTGC,OTC,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
MVY,Công ty Cổ phần Môi Trường Và Dịch Vụ Đô Thị Vĩnh Yên,Môi Trường Và Dịch Vụ Đô Thị Vĩnh Yên,DTVY,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2799,Chất thải & Môi trường
MZG,Công ty Cổ Phần Miza,Miza Corp,MIZA,HOSE,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1730,Lâm nghiệp và Giấy,1737,Sản xuất giấy
FPC,Công ty Cổ phần Full Power,Full Power,FPC,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
FTV,Công ty Cổ phần Công Nghiệp Ngũ Kim Fortress Việt Nam,Công Nghiệp Ngũ Kim Fortress Việt Nam,FORTRESSVN,OTC,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
FUCTVGF1,Quỹ Đầu tư Tăng trưởng TVAM,Quỹ Đầu tư Tăng trưởng TVAM,TVAMGF,STOP,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUCTVGF4,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,12615,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEBFVND,Quỹ ETF BVFVN DIAMOND,Quỹ ETF BVFVN DIAMOND,2250002,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEDCMID,Quỹ ETF DCVFMVNMIDCAP,Quỹ ETF DCVFMVNMIDCAP,2040143,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEFCV50,Quỹ ETF FPT CAPITAL VNX50,Quỹ ETF FPT CAPITAL VNX50,2173235,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEKIV30,Quỹ ETF KIM GROWTH VN30,KIM GROWTH VN30 ETF,11096,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEKIVFS,Quỹ ETF KIM GROWTH VNFINSELECT,KIM GROWTH VNFINSELECT ETF,2040177,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEKIVND,Quỹ ETF KIM GROWTH VN DIAMOND,Quỹ ETF KIM GROWTH VN DIAMOND,2440105,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEMAVND,Quỹ ETF MAFM VNDIAMOND,Quỹ ETF MAFM VNDIAMOND,2172623,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
NEM,Công ty Cổ phần Thiết bị Điện Miền Bắc,Thiết bị Điện Miền Bắc,NEEM,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2730,Điện tử & Thiết bị điện,2737,Thiết bị điện
GEC,Công ty Cổ phần Cơ khí Gang Thép,Cơ khí Gang Thép,CKGT,OTC,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
NTS,Công ty Cổ phần Nội thất Shinec,Nội thất Shinec,SHINEC,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
NVN,Công ty Cổ phần Nhà Việt Nam,Nhà Việt Nam,NVN,OTC,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
HD3,Công ty Cổ phần Đầu tư phát triển Nhà và Đô thị MHDI 3,ĐTPT Nhà và Đô thị MHDI 3,HD3,OTC,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
HFT,Công ty Cổ phần Chứng khoán Pinetree,Chứng khoán Pinetree,MKSC,OTC,CK,False,8000,Tài chính,8700,Dịch vụ tài chính,8770,Dịch vụ tài chính,8777,Môi giới chứng khoán
HIO,Công ty Cổ Phần Helio Energy,Helio Energy,0109204756,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
HLO,Công Ty Cổ Phần Công Nghệ Ha Lô,Công Nghệ Ha Lô,3702308640,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2730,Điện tử & Thiết bị điện,2733,Hàng điện & điện tử
HMD,Công ty Cổ phần Hóa chất Minh Đức,Hóa chất Minh Đức,MDCHE,UPCOM,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
HPO,Công ty Cổ phần Công nghiệp Hapulico,Công nghiệp Hapulico,LITEC,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2730,Điện tử & Thiết bị điện,2737,Thiết bị điện
HTH,Công ty Cổ phần Hoa tiêu Hàng hải - TKV,Hoa tiêu Hàng hải - TKV,10727,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
PXH,Công ty Cổ phần Xây lắp Dầu khí Hà Nội,Xây lắp Dầu khí Hà Nội,PVCHN,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
ICL,Công ty Cổ phần Xuất Nhập Khẩu Vĩnh Long,Xuất Nhập Khẩu Vĩnh Long,IMEXCL,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5330,Phân phối thực phẩm & dược phẩm,5337,Phân phối thực phẩm
ICS,"Công ty CP Kiểm Định Kỹ Thuật, An Toàn Và Tư Vấn Xây Dựng - Incosaf","Kiểm Định Kỹ Thuật, An Toàn Và Tư Vấn Xây Dựng - Incosaf",ICS,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
QNP,Công ty Cổ phần Cảng Quy Nhơn,Cảng Quy Nhơn,QNNPORT,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
IKH,Công ty Cổ phần In Khoa Học Kỹ Thuật,Stps.co,IKHKT,OTC,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
DMX,Công ty Cổ phần Đầu tư Điện máy Xanh,Đầu tư Điện máy Xanh,MWJSC,HOSE,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5373,Bán lẻ phức hợp
ING,Công ty Cổ phần Đầu Tư Và Phát Triển Xây Dựng,Đầu Tư Và Pt Xây Dựng,INVESTCO,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
REC,Công ty Cổ phần Cơ Khí Cao Su,Cơ Khí Cao Su,RECO,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2757,Máy công nghiệp
RHN,Công ty Cổ phần Đường sắt Hà Ninh,Đường sắt Hà Ninh,HANINHRAIL,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2775,Đường sắt
KAT,Công ty Cổ phần Chè Kim Anh,Chè Kim Anh,KATEA,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3537,Đồ uống & giải khát
RYG,Công ty Cổ phần Sản xuất và Đầu tư Hoàng Gia,Sản xuất và Đầu tư Hoàng Gia,12681,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
SBB,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Bia Sài Gòn Bình Tây,SGBTB,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3533,Sản xuất bia
SBC,Công ty Cổ phần Vận Tải Và Giao Nhận Bia Sài Gòn,Sabetran Jsc.,SBC,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2779,Dịch vụ vận tải
KSA,Công ty Cổ phần Công nghiệp Khoáng sản Bình Thuận,CN Khoáng sản Bình Thuận,KSA,OTC,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
SCB,Ngân Hàng Thương Mại Cổ phần Sài Gòn,Ngân hàng SCB,SCB,OTC,NH,True,8301,Ngân hàng,8300,Ngân hàng,8350,Ngân hàng,8355,Ngân hàng
KTU,Công ty Cổ phần Môi trường Đô thị Kon Tum,Môi trường Đô thị Kon Tum,KTUREN,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2799,Chất thải & Môi trường
VPL,Công ty Cổ phần Vinpearl,Vinpearl,VPL,HOSE,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5755,Dịch vụ giải trí
SDE,Công ty Cổ phần Kỹ thuật điện Sông Đà,Kỹ thuật điện Sông Đà,SDE,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
LDU,Công ty Cổ phần Dịch vụ và Đầu tư Phát triển Đô thị huyện Long Điền,DV và ĐT PT Đô thị huyện Long Điền,LDU,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
MAFPF1,Quỹ Đầu tư Tăng trưởng Manulife,Quỹ Đầu tư Tăng trưởng Manulife,MAFPF1,OTHER,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
MBT,Công ty Cổ phần Bất động sản cho thuê Minh Bảo Tín,BĐS cho thuê Minh Bảo Tín,MINHBAOTIN,UPCOM,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
SLD,Công ty Cổ phần Địa Ốc Sacom,Địa Ốc Sacom,SLD,UPCOM,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
HPA,Công ty Cổ phần Phát triển Nông nghiệp Hoà Phát,Phát triển Nông nghiệp Hoà Phát,HPAGRI,HOSE,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
FUCTVGF5,Quỹ Đầu tư Tăng trưởng Thiên Việt 5,Quỹ Đầu tư Tăng trưởng Thiên Việt 5,2349197,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUCTVGF3,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,10919,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEIP100,Quỹ ETF IPA PARTNER VN100,Quỹ ETF IPA PARTNER VN100,10929,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
FUEABVND,Quỹ ETF ABFVN DIAMOND,Quỹ ETF ABFVN DIAMOND,2447365,HOSE,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
HDV,Công ty Cổ phần Hóa Dược Việt Nam,"Vcp .,Jsc",HDVN,OTC,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
AAH,Công ty Cổ phần Hợp Nhất,Than Hợp Nhất,2400379403,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1771,Khai thác Than
ABA,Công ty Cổ phần Giải pháp Thương mại A BA,Giải pháp Thương mại A BA,ABACORP,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2779,Dịch vụ vận tải
SSE,Công ty Cổ phần Thương mại - Dịch vụ Sài Gòn,Thương mại - Dịch vụ Sài Gòn,SSE,OTC,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
STN,Công ty Cổ phần Thương mại Sài Gòn Tây Nam,Thương mại Sài Gòn Tây Nam,STN,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
TPE,Công ty Cổ phần Cơ điện Trần Phú,Cơ điện Trần Phú,TPCABLE,OTC,CT,False,9000,Công nghệ Thông tin,9500,Công nghệ Thông tin,9570,Thiết bị và Phần cứng,9578,Thiết bị viễn thông
AGB,Công ty Cổ phần Bình Phú,Công ty Bình Phú,AGB,OTC,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
AIG,Công ty Cổ phần Nguyên liệu Á Châu AIG,Nguyên liệu Á Châu AIG,AIGASIA,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
CCD,Công ty Cổ phần Xây dựng và Bảo trì cầu đường,XD và Bảo trì cầu đường,XDBTCD,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
TAB,Công ty Cổ phần Freco Việt Nam,Freco Việt Nam,0107005554,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2779,Dịch vụ vận tải
APR,Công ty Cổ phần Đầu Tư Bất Động Sản An Phú,Đầu Tư Bất Động Sản An Phú,APRE,OTC,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
ASIAGF,Quỹ Đầu tư Tăng trưởng ACB,Quỹ Đầu tư Tăng trưởng ACB,ASIAGF,OTHER,QU,False,8000,Tài chính,8700,Dịch vụ tài chính,8980,Quỹ đầu tư,8985,Quỹ đầu tư
ATC,Công ty Cổ phần Sản xuất Thương mại Xuất nhập khẩu Viễn thông A,Viễn thông A,VTAC,OTC,CT,False,9000,Công nghệ Thông tin,9500,Công nghệ Thông tin,9570,Thiết bị và Phần cứng,9578,Thiết bị viễn thông
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,Phân Bón Quốc Tế Âu Việt,6300230407,UPCOM,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
BAM,Công ty Cổ phần Khoáng sản và Luyện kim Bắc Á,Khoáng sản và Luyện kim Bắc Á,BAM,OTC,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
TDL,Công ty Cổ phần Da Tây Đô,Da Tây Đô,TDL,OTC,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3767,Hàng cá nhân
THA,Công ty Cổ phần Tập Đoàn Trường Hải,Tập Đoàn Trường Hải,THACO,OTC,CT,False,3000,Hàng Tiêu dùng,3300,Ô tô và phụ tùng,3350,Ô tô và phụ tùng,3353,Sản xuất ô tô
BCR,Công ty Cổ phần BCG Land,BCG Land,BCGLAND,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
BGE,Công ty Cổ phần BCG Energy,BCG Energy,BCGENERGY,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
BGM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Bắc Giang,Khoáng sản Bắc Giang,BGM,OTC,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,Bảo hiểm Sài Gòn - Hà Nội,BSHCO,UPCOM,BH,False,8000,Tài chính,8500,Bảo hiểm,8530,Bảo hiểm phi nhân thọ,8536,Bảo hiểm phi nhân thọ
TLC,Công ty Cổ phần Viễn Thông Thăng Long,Công ty Cổ phầnthăng Long,TLC,OTC,CT,False,9000,Công nghệ Thông tin,9500,Công nghệ Thông tin,9570,Thiết bị và Phần cứng,9578,Thiết bị viễn thông
TLL,Công ty Cổ phần Dệt may Thắng Lợi,Dệt may Thắng Lợi,VIGATEX,OTC,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
TLS,Công ty Cổ phần Thương mại Lạng Sơn,TM Lạng Sơn,LSTRADE,OTC,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5373,Bán lẻ phức hợp
BMK,Công ty Cổ Phần Kỹ thuật Nhiệt Mèo Đen,Black Cat,3500773109,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
BRM,Công ty Quản lý cầu đường Đà Nẵng,Quản lý cầu đường Đà Nẵng,BRM,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
BRV,Công ty Cổ phần Bia Rượu Nước giải khát Viger,Bia Rượu NGK Viger,VIGER,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3533,Sản xuất bia
TNV,Công ty Cổ phần Thống Nhất Hà Nội,Xe đạp Thống Nhất,THONGNHAT,OTC,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3767,Hàng cá nhân
TRH,Công ty Cổ phần Bệnh viện Giao thông Vận tải,BV GTVT,BVGTVT,OTC,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4530,Thiết bị và Dịch vụ Y tế,4533,Chăm sóc y tế
BVA,Công ty Cổ phần Sản xuất & Thương mại Bắc Việt,SX & TMi Bắc Việt,BVA,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,Đầu Tư Và Xây Lắp Trường Sơn,0700210210,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
